,Distance
14809,9.632383036
14810,11.05435084
14811,11.05435084
14812,11.05435084
14813,11.20476821
14814,11.05435084
14815,9.946470735
14816,10.69431568
14817,8.910912421
14818,12.11066213
14819,8.910912421
14820,8.910912421
14821,11.20476821
14822,8.910912421
14823,12.11066213
14824,9.946470735
14825,10.69431568
14826,8.910912421
14827,8.910912421
14828,9.946470735
14829,10.69431568
14830,12.11066213
14831,12.11066213
14832,12.11066213
14833,11.20476821
14834,9.632383036
14835,4.641491681
14836,3.927412912
14837,4.421275153
14838,3.121001781
14839,4.421275153
14840,6.031452961
14841,6.031452961
14842,2.790342551
14843,4.171582189
14844,6.031452961
14845,4.845724814
14846,2.902468616
14847,4.171582189
14848,4.641491681
14849,3.845970761
14850,3.749357997
14851,4.845724814
14852,2.790342551
14853,4.171582189
14854,2.401782425
14855,4.477719699
14856,4.641491681
14857,4.171582189
14858,3.121001781
14859,4.845724814
14860,5.441597496
14861,3.749357997
14862,3.213590411
14863,4.171582189
14864,3.845970761
14865,2.790342551
14866,2.972814412
14867,6.031452961
14868,6.031452961
14869,6.031452961
14870,3.845970761
14871,3.121001781
14872,4.845724814
14873,4.171582189
14874,4.171582189
14875,3.613474105
14876,4.171582189
14877,3.845970761
14878,3.115316701
14879,3.115316701
14880,4.421275153
14881,6.031452961
14882,4.171582189
14883,6.031452961
14884,4.171582189
14885,4.171582189
14886,4.845724814
14887,4.845724814
14888,3.845970761
14889,5.314944438
14890,6.031452961
14891,4.171582189
14892,4.641491681
14893,4.171582189
14894,4.477719699
14895,4.845724814
14896,2.902468616
14897,2.972814412
14898,6.485167366
14899,2.790342551
14900,3.213590411
14901,3.845970761
14902,3.749357997
14903,4.171582189
14904,4.171582189
14905,2.790342551
14906,3.749357997
14907,4.845724814
14908,3.749357997
14909,2.972814412
14910,2.972814412
14911,3.845970761
14912,3.213590411
14913,2.972814412
14914,4.477719699
14915,4.171582189
14916,4.845724814
14917,3.927412912
14918,4.421275153
14919,2.902468616
14920,6.031452961
14921,2.401782425
14922,4.171582189
14923,4.845724814
14924,6.031452961
14925,4.477719699
14926,3.121001781
14927,3.845970761
14928,4.421275153
14929,4.641491681
14930,4.641491681
14931,4.421275153
14932,4.421275153
14933,5.441597496
14934,3.927412912
14935,4.641491681
14936,4.171582189
14937,4.171582189
14938,6.031452961
14939,2.790342551
14940,6.031452961
14941,4.171582189
14942,6.031452961
14943,4.171582189
14944,4.421275153
14945,2.790342551
14946,4.171582189
14947,4.845724814
14948,4.421275153
14949,6.031452961
14950,6.031452961
14951,4.845724814
14952,3.927412912
14953,3.927412912
14954,4.171582189
14955,3.749357997
14956,4.171582189
14957,4.421275153
14958,4.845724814
14959,4.421275153
14960,2.790342551
14961,4.171582189
14962,4.845724814
14963,4.845724814
14964,6.031452961
14965,3.845970761
14966,4.171582189
14967,2.972814412
14968,4.845724814
14969,4.421275153
14970,4.845724814
14971,2.790342551
14972,2.790342551
14973,4.641491681
14974,4.421275153
14975,6.031452961
14976,3.927412912
14977,6.031452961
14978,4.641491681
14979,3.749357997
14980,2.820177974
14981,2.401782425
14982,4.845724814
14983,4.421275153
14984,4.845724814
14985,3.845970761
14986,4.171582189
14987,4.845724814
14988,6.031452961
14989,3.749357997
14990,6.031452961
14991,4.641491681
14992,4.171582189
14993,3.121001781
14994,3.749357997
14995,2.902468616
14996,4.477719699
14997,4.845724814
14998,4.421275153
14999,4.845724814
15000,3.927412912
15001,2.820177974
15002,3.845970761
15003,4.477719699
15004,3.749357997
15005,4.641491681
15006,4.421275153
15007,4.845724814
15008,2.820177974
15009,3.749357997
15010,3.845970761
15011,3.749357997
15012,4.845724814
15013,4.845724814
15014,3.927412912
15015,3.121001781
15016,4.171582189
15017,4.421275153
15018,4.641491681
15019,4.171582189
15020,5.441597496
15021,3.121001781
15022,3.121001781
15023,4.171582189
15024,4.421275153
15025,3.927412912
15026,4.845724814
15027,4.421275153
15028,3.749357997
15029,5.441597496
15030,4.477719699
15031,4.171582189
15032,4.845724814
15033,2.820177974
15034,2.790342551
15035,3.613474105
15036,4.171582189
15037,2.790342551
15038,2.902468616
15039,3.749357997
15040,2.790342551
15041,3.845970761
15042,3.613474105
15043,2.401782425
15044,4.845724814
15045,4.845724814
15046,4.421275153
15047,4.421275153
15048,4.171582189
15049,4.477719699
15050,3.213590411
15051,4.421275153
15052,4.845724814
15053,4.421275153
15054,3.749357997
15055,5.441597496
15056,2.401782425
15057,2.972814412
15058,2.902468616
15059,4.641491681
15060,4.845724814
15061,6.031452961
15062,2.820177974
15063,3.845970761
15064,3.749357997
15065,6.031452961
15066,4.171582189
15067,6.031452961
15068,6.031452961
15069,4.421275153
15070,6.031452961
15071,6.031452961
15072,4.293907816
15073,3.213590411
15074,4.171582189
15075,4.477719699
15076,6.031452961
15077,4.171582189
15078,4.421275153
15079,4.641491681
15080,6.031452961
15081,4.421275153
15082,3.749357997
15083,6.031452961
15084,3.749357997
15085,3.845970761
15086,4.171582189
15087,4.171582189
15088,3.927412912
15089,2.902468616
15090,4.171582189
15091,3.845970761
15092,3.213590411
15093,6.031452961
15094,3.845970761
15095,4.845724814
15096,4.171582189
15097,6.031452961
15098,6.031452961
15099,3.845970761
15100,4.641491681
15101,6.031452961
15102,4.421275153
15103,4.845724814
15104,4.477719699
15105,3.749357997
15106,4.421275153
15107,3.927412912
15108,3.613474105
15109,4.421275153
15110,2.902468616
15111,3.121001781
15112,4.477719699
15113,4.171582189
15114,3.845970761
15115,4.477719699
15116,4.421275153
15117,6.031452961
15118,2.790342551
15119,4.845724814
15120,4.421275153
15121,3.749357997
15122,4.641491681
15123,4.845724814
15124,6.031452961
15125,4.421275153
15126,6.031452961
15127,4.641491681
15128,6.031452961
15129,4.421275153
15130,2.790342551
15131,4.421275153
15132,2.401782425
15133,2.790342551
15134,2.902468616
15135,3.613474105
15136,3.121001781
15137,3.121001781
15138,3.121001781
15139,4.641491681
15140,4.845724814
15141,3.845970761
15142,4.171582189
15143,2.401782425
15144,3.213590411
15145,4.421275153
15146,4.171582189
15147,2.902468616
15148,4.477719699
15149,2.401782425
15150,2.790342551
15151,6.031452961
15152,2.902468616
15153,3.213590411
15154,2.401782425
15155,4.641491681
15156,4.845724814
15157,4.171582189
15158,4.421275153
15159,3.749357997
15160,4.641491681
15161,4.171582189
15162,2.401782425
15163,3.749357997
15164,4.641491681
15165,3.845970761
15166,3.115316701
15167,2.790342551
15168,4.421275153
15169,2.790342551
15170,3.213590411
15171,6.031452961
15172,3.845970761
15173,3.845970761
15174,4.477719699
15175,3.121001781
15176,3.613474105
15177,4.641491681
15178,4.641491681
15179,3.115316701
15180,4.171582189
15181,2.790342551
15182,2.820177974
15183,3.845970761
15184,4.421275153
15185,4.845724814
15186,4.845724814
15187,3.213590411
15188,4.477719699
15189,3.749357997
15190,4.421275153
15191,4.641491681
15192,3.749357997
15193,4.845724814
15194,4.845724814
15195,3.613474105
15196,3.927412912
15197,4.171582189
15198,4.845724814
15199,4.845724814
15200,4.171582189
15201,4.845724814
15202,6.031452961
15203,2.401782425
15204,4.641491681
15205,4.421275153
15206,3.213590411
15207,6.031452961
15208,3.845970761
15209,4.171582189
15210,6.031452961
15211,4.845724814
15212,3.845970761
15213,4.421275153
15214,2.902468616
15215,2.902468616
15216,4.477719699
15217,6.031452961
15218,6.031452961
15219,3.845970761
15220,3.213590411
15221,2.820177974
15222,3.845970761
15223,2.401782425
15224,3.749357997
15225,6.031452961
15226,3.613474105
15227,4.171582189
15228,6.031452961
15229,6.031452961
15230,6.031452961
15231,6.031452961
15232,3.845970761
15233,4.477719699
15234,6.031452961
15235,6.031452961
15236,10.69012665
15237,6.031452961
15238,3.115316701
15239,2.401782425
15240,2.790342551
15241,3.115316701
15242,2.401782425
15243,4.845724814
15244,3.927412912
15245,4.641491681
15246,2.790342551
15247,4.421275153
15248,6.031452961
15249,6.031452961
15250,3.749357997
15251,3.213590411
15252,2.790342551
15253,3.845970761
15254,3.121001781
15255,3.613474105
15256,3.213590411
15257,4.845724814
15258,4.845724814
15259,2.790342551
15260,4.477719699
15261,3.845970761
15262,3.927412912
15263,4.421275153
15264,3.845970761
15265,3.927412912
15266,4.845724814
15267,4.421275153
15268,4.477719699
15269,4.171582189
15270,2.902468616
15271,3.749357997
15272,3.927412912
15273,4.421275153
15274,3.749357997
15275,2.820177974
15276,3.115316701
15277,4.171582189
15278,4.641491681
15279,4.477719699
15280,3.115316701
15281,4.845724814
15282,2.401782425
15283,4.421275153
15284,4.171582189
15285,4.421275153
15286,4.171582189
15287,4.421275153
15288,3.927412912
15289,5.441597496
15290,3.927412912
15291,4.171582189
15292,4.421275153
15293,2.902468616
15294,4.845724814
15295,2.820177974
15296,2.902468616
15297,4.421275153
15298,2.902468616
15299,2.790342551
15300,4.845724814
15301,3.213590411
15302,3.927412912
15303,4.641491681
15304,3.927412912
15305,3.749357997
15306,2.902468616
15307,4.477719699
15308,4.845724814
15309,4.171582189
15310,4.845724814
15311,4.845724814
15312,4.421275153
15313,3.213590411
15314,3.213590411
15315,3.845970761
15316,4.477719699
15317,4.641491681
15318,4.421275153
15319,4.641491681
15320,4.171582189
15321,4.421275153
15322,3.749357997
15323,6.031452961
15324,6.031452961
15325,4.421275153
15326,3.213590411
15327,4.171582189
15328,3.213590411
15329,3.749357997
15330,2.790342551
15331,4.171582189
15332,2.902468616
15333,2.790342551
15334,4.171582189
15335,3.845970761
15336,4.171582189
15337,4.171582189
15338,4.171582189
15339,3.845970761
15340,2.401782425
15341,4.421275153
15342,3.749357997
15343,2.972814412
15344,4.641491681
15345,3.749357997
15346,3.213590411
15347,4.641491681
15348,4.845724814
15349,4.641491681
15350,2.972814412
15351,3.213590411
15352,2.401782425
15353,3.115316701
15354,4.421275153
15355,6.031452961
15356,2.790342551
15357,4.641491681
15358,4.641491681
15359,4.641491681
15360,2.790342551
15361,2.790342551
15362,4.171582189
15363,2.401782425
15364,3.115316701
15365,3.121001781
15366,6.031452961
15367,4.845724814
15368,3.845970761
15369,4.171582189
15370,3.845970761
15371,3.115316701
15372,4.845724814
15373,4.641491681
15374,4.641491681
15375,4.477719699
15376,3.845970761
15377,2.972814412
15378,4.171582189
15379,4.845724814
15380,6.031452961
15381,2.972814412
15382,6.031452961
15383,6.031452961
15384,6.031452961
15385,3.121001781
15386,4.171582189
15387,3.121001781
15388,4.421275153
15389,4.641491681
15390,6.031452961
15391,6.031452961
15392,6.031452961
15393,6.031452961
15394,3.115316701
15395,4.845724814
15396,3.845970761
15397,4.845724814
15398,2.790342551
15399,4.845724814
15400,3.115316701
15401,6.031452961
15402,4.477719699
15403,4.845724814
15404,4.641491681
15405,3.927412912
15406,2.401782425
15407,4.845724814
15408,4.421275153
15409,4.845724814
15410,4.845724814
15411,6.031452961
15412,4.171582189
15413,2.401782425
15414,3.749357997
15415,4.421275153
15416,4.641491681
15417,4.421275153
15418,4.171582189
15419,2.401782425
15420,4.171582189
15421,3.927412912
15422,2.401782425
15423,6.031452961
15424,4.477719699
15425,3.213590411
15426,4.171582189
15427,4.421275153
15428,3.121001781
15429,2.790342551
15430,3.121001781
15431,5.441597496
15432,3.213590411
15433,3.613474105
15434,4.845724814
15435,3.749357997
15436,4.171582189
15437,4.641491681
15438,3.213590411
15439,4.641491681
15440,4.845724814
15441,6.031452961
15442,6.031452961
15443,3.115316701
15444,3.115316701
15445,6.031452961
15446,2.972814412
15447,2.790342551
15448,4.421275153
15449,3.613474105
15450,2.790342551
15451,4.171582189
15452,6.031452961
15453,6.031452961
15454,6.031452961
15455,4.845724814
15456,4.641491681
15457,2.790342551
15458,4.477719699
15459,4.845724814
15460,4.171582189
15461,4.845724814
15462,4.171582189
15463,2.820177974
15464,4.421275153
15465,4.171582189
15466,4.171582189
15467,3.927412912
15468,6.031452961
15469,4.845724814
15470,4.421275153
15471,6.031452961
15472,4.845724814
15473,4.641491681
15474,4.421275153
15475,4.421275153
15476,4.171582189
15477,3.115316701
15478,4.845724814
15479,3.845970761
15480,3.927412912
15481,4.477719699
15482,4.421275153
15483,2.902468616
15484,2.790342551
15485,2.790342551
15486,6.031452961
15487,4.421275153
15488,4.641491681
15489,4.845724814
15490,4.845724814
15491,4.171582189
15492,4.845724814
15493,3.213590411
15494,4.641491681
15495,2.790342551
15496,4.171582189
15497,4.421275153
15498,3.845970761
15499,2.820177974
15500,3.749357997
15501,4.845724814
15502,4.845724814
15503,3.927412912
15504,4.477719699
15505,4.421275153
15506,2.820177974
15507,3.121001781
15508,2.902468616
15509,4.641491681
15510,3.927412912
15511,4.421275153
15512,2.790342551
15513,6.031452961
15514,4.171582189
15515,6.031452961
15516,2.790342551
15517,4.641491681
15518,4.030454589
15519,4.641491681
15520,3.121001781
15521,6.485167366
15522,6.485167366
15523,6.031452961
15524,4.641491681
15525,2.401782425
15526,3.845970761
15527,4.641491681
15528,3.845970761
15529,3.845970761
15530,4.845724814
15531,4.171582189
15532,3.927412912
15533,3.927412912
15534,4.845724814
15535,4.171582189
15536,3.927412912
15537,3.927412912
15538,2.790342551
15539,2.790342551
15540,4.477719699
15541,4.421275153
15542,3.927412912
15543,4.641491681
15544,6.031452961
15545,2.401782425
15546,2.972814412
15547,4.845724814
15548,4.845724814
15549,2.790342551
15550,4.421275153
15551,4.845724814
15552,4.845724814
15553,6.031452961
15554,3.749357997
15555,6.031452961
15556,2.820177974
15557,4.171582189
15558,2.401782425
15559,2.790342551
15560,3.749357997
15561,4.477719699
15562,4.171582189
15563,4.845724814
15564,3.749357997
15565,3.845970761
15566,4.421275153
15567,4.845724814
15568,4.421275153
15569,3.927412912
15570,4.641491681
15571,6.031452961
15572,4.171582189
15573,3.749357997
15574,4.171582189
15575,4.171582189
15576,4.477719699
15577,4.477719699
15578,4.477719699
15579,4.421275153
15580,4.641491681
15581,4.641491681
15582,3.213590411
15583,4.171582189
15584,4.171582189
15585,4.641491681
15586,4.171582189
15587,4.641491681
15588,4.171582189
15589,2.902468616
15590,6.031452961
15591,6.031452961
15592,2.790342551
15593,4.845724814
15594,4.845724814
15595,3.845970761
15596,4.845724814
15597,4.845724814
15598,4.421275153
15599,2.902468616
15600,3.749357997
15601,2.902468616
15602,2.902468616
15603,4.845724814
15604,4.845724814
15605,3.749357997
15606,3.749357997
15607,4.477719699
15608,2.902468616
15609,2.972814412
15610,4.421275153
15611,2.820177974
15612,3.927412912
15613,2.902468616
15614,3.749357997
15615,2.790342551
15616,4.845724814
15617,3.749357997
15618,6.031452961
15619,2.902468616
15620,2.820177974
15621,4.845724814
15622,4.641491681
15623,4.641491681
15624,4.845724814
15625,3.115316701
15626,3.927412912
15627,6.031452961
15628,4.421275153
15629,4.845724814
15630,3.115316701
15631,6.031452961
15632,6.031452961
15633,3.749357997
15634,3.749357997
15635,3.845970761
15636,4.171582189
15637,3.121001781
15638,3.749357997
15639,4.421275153
15640,4.845724814
15641,4.845724814
15642,4.171582189
15643,4.171582189
15644,2.790342551
15645,4.171582189
15646,3.749357997
15647,6.031452961
15648,3.749357997
15649,3.298275797
15650,3.298275797
15651,4.845724814
15652,2.401782425
15653,2.401782425
15654,3.213590411
15655,2.790342551
15656,3.213590411
15657,2.790342551
15658,4.171582189
15659,6.031452961
15660,4.845724814
15661,4.477719699
15662,3.749357997
15663,2.820177974
15664,4.641491681
15665,2.790342551
15666,4.171582189
15667,3.121001781
15668,3.749357997
15669,4.171582189
15670,3.845970761
15671,4.421275153
15672,4.171582189
15673,4.171582189
15674,6.031452961
15675,4.171582189
15676,5.441597496
15677,4.421275153
15678,4.171582189
15679,4.845724814
15680,2.972814412
15681,6.031452961
15682,4.845724814
15683,3.749357997
15684,6.031452961
15685,6.031452961
15686,3.115316701
15687,4.421275153
15688,3.845970761
15689,6.031452961
15690,4.421275153
15691,6.031452961
15692,4.171582189
15693,4.477719699
15694,4.421275153
15695,4.421275153
15696,3.749357997
15697,4.421275153
15698,3.749357997
15699,3.121001781
15700,4.171582189
15701,4.641491681
15702,2.790342551
15703,4.421275153
15704,4.171582189
15705,2.790342551
15706,3.121001781
15707,3.213590411
15708,3.845970761
15709,6.031452961
15710,4.171582189
15711,4.421275153
15712,3.845970761
15713,6.031452961
15714,3.927412912
15715,6.031452961
15716,6.031452961
15717,6.031452961
15718,3.845970761
15719,3.845970761
15720,4.845724814
15721,2.401782425
15722,6.031452961
15723,3.213590411
15724,6.031452961
15725,4.421275153
15726,4.421275153
15727,2.401782425
15728,4.845724814
15729,4.421275153
15730,4.477719699
15731,4.421275153
15732,2.790342551
15733,4.477719699
15734,4.171582189
15735,3.749357997
15736,6.031452961
15737,6.031452961
15738,3.845970761
15739,6.031452961
15740,6.031452961
15741,3.845970761
15742,2.820177974
15743,3.845970761
15744,3.845970761
15745,4.171582189
15746,3.845970761
15747,4.171582189
15748,3.213590411
15749,3.845970761
15750,4.171582189
15751,4.477719699
15752,3.749357997
15753,4.171582189
15754,2.820177974
15755,3.749357997
15756,4.477719699
15757,6.031452961
15758,4.641491681
15759,3.845970761
15760,4.421275153
15761,6.031452961
15762,4.845724814
15763,2.902468616
15764,4.845724814
15765,3.927412912
15766,3.927412912
15767,4.845724814
15768,3.927412912
15769,2.790342551
15770,4.641491681
15771,2.790342551
15772,6.031452961
15773,3.749357997
15774,6.031452961
15775,4.845724814
15776,2.401782425
15777,3.115316701
15778,4.171582189
15779,2.790342551
15780,2.790342551
15781,2.902468616
15782,4.171582189
15783,3.115316701
15784,4.641491681
15785,3.927412912
15786,3.121001781
15787,22.68480324
15788,47.80660591
15789,34.19439492
15790,49.61394086
15791,49.61394086
15792,26.1439777
15793,14.73806938
15794,47.80660591
15795,22.68480324
15796,49.61394086
15797,49.61394086
15798,49.61394086
15799,14.73806938
15800,49.61394086
15801,22.68480324
15802,49.61394086
15803,49.61394086
15804,14.73806938
15805,26.1439777
15806,47.80660591
15807,24.33785495
15808,35.98284472
15809,35.98284472
15810,25.62781535
15811,22.98694944
15812,35.98284472
15813,25.62781535
15814,31.404854
15815,39.41880076
15816,25.62781535
15817,25.62781535
15818,30.36542101
15819,25.62781535
15820,39.41880076
15821,31.4956439
15822,27.38184092
15823,25.62781535
15824,25.62781535
15825,32.14373434
15826,36.82282328
15827,25.62781535
15828,25.62781535
15829,18.23261747
15830,31.404854
15831,29.74196252
15832,35.98284472
15833,24.33785495
15834,32.14373434
15835,29.74196252
15836,27.25768651
15837,32.14373434
15838,34.72017093
15839,29.74196252
15840,30.36542101
15841,32.14373434
15842,31.4956439
15843,29.74196252
15844,18.23261747
15845,25.62781535
15846,32.14373434
15847,25.62781535
15848,32.14373434
15849,40.20674802
15850,29.74196252
15851,22.98694944
15852,32.14373434
15853,36.82282328
15854,32.14373434
15855,18.23261747
15856,22.98694944
15857,46.33457951
15858,27.25768651
15859,25.62781535
15860,31.4956439
15861,18.23261747
15862,32.14373434
15863,32.14373434
15864,29.74196252
15865,32.14373434
15866,25.62781535
15867,32.14373434
15868,35.98284472
15869,29.74196252
15870,18.23261747
15871,22.98694944
15872,25.62781535
15873,31.4956439
15874,22.98694944
15875,8.896668486
15876,9.409001562
15877,9.624310101
15878,6.103959903
15879,7.308281191
15880,9.124750544
15881,7.91429305
15882,10.33769083
15883,6.103959903
15884,6.103959903
15885,6.103959903
15886,10.05330981
15887,10.33769083
15888,9.330659078
15889,6.404699202
15890,9.124750544
15891,8.896668486
15892,6.103959903
15893,8.896668486
15894,6.103959903
15895,9.409001562
15896,6.404699202
15897,9.409001562
15898,8.382425263
15899,7.955187187
15900,10.33769083
15901,6.103959903
15902,9.409001562
15903,6.404699202
15904,10.33769083
15905,6.404699202
15906,9.409001562
15907,9.246163984
15908,9.409001562
15909,9.124750544
15910,8.382425263
15911,5.571300563
15912,9.409001562
15913,7.308281191
15914,9.624310101
15915,7.91429305
15916,6.404699202
15917,8.382425263
15918,7.91429305
15919,9.330659078
15920,7.308281191
15921,6.103959903
15922,9.624310101
15923,5.571300563
15924,7.308281191
15925,6.103959903
15926,6.103959903
15927,9.124750544
15928,9.330659078
15929,5.51810604
15930,9.124750544
15931,9.624310101
15932,7.91429305
15933,9.409001562
15934,5.51810604
15935,6.103959903
15936,7.308281191
15937,8.382425263
15938,7.308281191
15939,6.404699202
15940,9.624310101
15941,8.382425263
15942,9.624310101
15943,9.409001562
15944,8.382425263
15945,8.382425263
15946,7.308281191
15947,9.624310101
15948,5.51810604
15949,5.097955913
15950,7.91429305
15951,9.124750544
15952,8.896668486
15953,8.896668486
15954,7.91429305
15955,8.382425263
15956,10.33769083
15957,6.103959903
15958,9.124750544
15959,8.896668486
15960,8.382425263
15961,9.124750544
15962,9.330659078
15963,6.103959903
15964,7.91429305
15965,10.33769083
15966,6.103959903
15967,9.409001562
15968,9.124750544
15969,5.097955913
15970,8.896668486
15971,9.409001562
15972,5.51810604
15973,10.05330981
15974,7.955187187
15975,5.571300563
15976,9.409001562
15977,6.103959903
15978,5.097955913
15979,7.91429305
15980,6.404699202
15981,8.896668486
15982,8.896668486
15983,10.33769083
15984,8.382425263
15985,7.308281191
15986,9.624310101
15987,8.896668486
15988,10.33769083
15989,5.097955913
15990,6.404699202
15991,6.103959903
15992,7.955187187
15993,6.103959903
15994,10.33769083
15995,9.624310101
15996,6.103959903
15997,9.409001562
15998,9.409001562
15999,10.33769083
16000,7.308281191
16001,10.33769083
16002,7.91429305
16003,6.103959903
16004,7.91429305
16005,7.91429305
16006,7.308281191
16007,5.51810604
16008,9.330659078
16009,7.91429305
16010,8.896668486
16011,7.91429305
16012,6.103959903
16013,10.33769083
16014,7.308281191
16015,7.91429305
16016,6.404699202
16017,7.91429305
16018,6.103959903
16019,9.124750544
16020,7.91429305
16021,9.624310101
16022,6.404699202
16023,9.409001562
16024,8.382425263
16025,7.91429305
16026,6.103959903
16027,8.382425263
16028,6.103959903
16029,7.955187187
16030,9.124750544
16031,8.382425263
16032,10.33769083
16033,9.124750544
16034,10.33769083
16035,9.409001562
16036,10.05330981
16037,10.33769083
16038,8.382425263
16039,10.33769083
16040,8.896668486
16041,6.103959903
16042,7.91429305
16043,8.382425263
16044,7.91429305
16045,7.91429305
16046,7.91429305
16047,9.409001562
16048,6.103959903
16049,8.896668486
16050,7.308281191
16051,7.308281191
16052,7.955187187
16053,9.624310101
16054,8.896668486
16055,7.91429305
16056,10.33769083
16057,8.382425263
16058,7.955187187
16059,8.896668486
16060,8.896668486
16061,6.103959903
16062,8.382425263
16063,10.33769083
16064,10.33769083
16065,7.308281191
16066,6.103959903
16067,8.382425263
16068,8.382425263
16069,8.382425263
16070,10.33769083
16071,9.330659078
16072,8.382425263
16073,9.409001562
16074,6.103959903
16075,9.124750544
16076,8.382425263
16077,7.308281191
16078,9.124750544
16079,10.33769083
16080,9.624310101
16081,10.33769083
16082,8.382425263
16083,5.097955913
16084,8.382425263
16085,6.103959903
16086,9.409001562
16087,6.103959903
16088,7.91429305
16089,10.05330981
16090,8.896668486
16091,7.91429305
16092,8.382425263
16093,7.91429305
16094,7.308281191
16095,9.330659078
16096,9.409001562
16097,10.33769083
16098,7.91429305
16099,7.955187187
16100,5.571300563
16101,6.103959903
16102,6.103959903
16103,7.955187187
16104,6.103959903
16105,6.103959903
16106,9.409001562
16107,9.409001562
16108,9.409001562
16109,9.330659078
16110,9.330659078
16111,7.308281191
16112,6.103959903
16113,5.571300563
16114,6.404699202
16115,7.91429305
16116,5.571300563
16117,9.330659078
16118,9.124750544
16119,7.955187187
16120,8.896668486
16121,8.896668486
16122,8.896668486
16123,10.33769083
16124,9.409001562
16125,10.33769083
16126,10.05330981
16127,6.103959903
16128,9.124750544
16129,8.382425263
16130,7.955187187
16131,7.91429305
16132,9.624310101
16133,8.896668486
16134,7.308281191
16135,8.382425263
16136,9.124750544
16137,9.624310101
16138,8.382425263
16139,5.51810604
16140,7.955187187
16141,9.624310101
16142,10.33769083
16143,6.103959903
16144,10.33769083
16145,5.097955913
16146,6.103959903
16147,9.624310101
16148,10.33769083
16149,8.896668486
16150,10.33769083
16151,7.91429305
16152,7.308281191
16153,9.330659078
16154,7.91429305
16155,9.624310101
16156,8.382425263
16157,9.624310101
16158,6.404699202
16159,8.382425263
16160,7.91429305
16161,8.382425263
16162,8.382425263
16163,7.91429305
16164,6.404699202
16165,9.409001562
16166,10.33769083
16167,9.330659078
16168,7.955187187
16169,7.308281191
16170,10.33769083
16171,9.330659078
16172,6.103959903
16173,7.955187187
16174,8.896668486
16175,10.33769083
16176,10.33769083
16177,5.51810604
16178,6.103959903
16179,7.955187187
16180,7.91429305
16181,8.382425263
16182,6.404699202
16183,10.05330981
16184,10.33769083
16185,5.51810604
16186,6.103959903
16187,10.33769083
16188,6.103959903
16189,7.955187187
16190,7.91429305
16191,10.33769083
16192,7.955187187
16193,7.955187187
16194,5.51810604
16195,9.624310101
16196,8.382425263
16197,7.91429305
16198,9.624310101
16199,10.33769083
16200,9.624310101
16201,7.91429305
16202,7.308281191
16203,7.955187187
16204,7.955187187
16205,7.308281191
16206,9.409001562
16207,7.308281191
16208,9.124750544
16209,10.33769083
16210,9.409001562
16211,8.896668486
16212,5.51810604
16213,5.097955913
16214,6.103959903
16215,9.409001562
16216,8.382425263
16217,6.404699202
16218,9.624310101
16219,7.955187187
16220,6.103959903
16221,6.103959903
16222,6.103959903
16223,7.308281191
16224,9.409001562
16225,6.404699202
16226,8.896668486
16227,7.955187187
16228,9.124750544
16229,7.955187187
16230,9.330659078
16231,9.409001562
16232,10.33769083
16233,6.103959903
16234,10.33769083
16235,5.571300563
16236,6.404699202
16237,9.624310101
16238,9.624310101
16239,7.955187187
16240,8.382425263
16241,7.91429305
16242,9.624310101
16243,8.896668486
16244,9.330659078
16245,5.097955913
16246,9.624310101
16247,7.955187187
16248,8.896668486
16249,10.33769083
16250,6.404699202
16251,9.409001562
16252,7.91429305
16253,6.103959903
16254,6.103959903
16255,8.896668486
16256,8.896668486
16257,7.91429305
16258,8.896668486
16259,7.308281191
16260,6.404699202
16261,7.308281191
16262,6.103959903
16263,10.33769083
16264,6.404699202
16265,6.103959903
16266,9.409001562
16267,9.409001562
16268,10.33769083
16269,6.404699202
16270,9.624310101
16271,7.91429305
16272,8.896668486
16273,6.404699202
16274,10.33769083
16275,9.624310101
16276,9.124750544
16277,10.33769083
16278,7.955187187
16279,9.624310101
16280,7.955187187
16281,9.409001562
16282,9.624310101
16283,9.624310101
16284,7.955187187
16285,6.404699202
16286,9.624310101
16287,5.097955913
16288,8.382425263
16289,7.91429305
16290,7.955187187
16291,7.91429305
16292,9.124750544
16293,9.624310101
16294,8.896668486
16295,7.955187187
16296,7.955187187
16297,9.624310101
16298,7.91429305
16299,10.33769083
16300,8.896668486
16301,8.896668486
16302,9.624310101
16303,9.409001562
16304,9.124750544
16305,5.51810604
16306,6.103959903
16307,6.103959903
16308,10.33769083
16309,9.409001562
16310,7.955187187
16311,9.409001562
16312,5.51810604
16313,10.33769083
16314,5.097955913
16315,8.382425263
16316,6.103959903
16317,6.103959903
16318,7.955187187
16319,6.404699202
16320,9.124750544
16321,7.955187187
16322,5.51810604
16323,7.91429305
16324,7.955187187
16325,9.330659078
16326,6.404699202
16327,7.955187187
16328,9.409001562
16329,7.955187187
16330,6.103959903
16331,8.896668486
16332,7.955187187
16333,5.51810604
16334,7.955187187
16335,7.955187187
16336,9.124750544
16337,9.624310101
16338,7.91429305
16339,9.124750544
16340,8.382425263
16341,7.91429305
16342,9.330659078
16343,5.51810604
16344,7.955187187
16345,6.103959903
16346,8.382425263
16347,9.409001562
16348,9.409001562
16349,9.409001562
16350,8.382425263
16351,10.33769083
16352,8.896668486
16353,9.409001562
16354,6.103959903
16355,5.097955913
16356,5.51810604
16357,10.33769083
16358,6.404699202
16359,10.33769083
16360,7.308281191
16361,9.624310101
16362,10.33769083
16363,5.097955913
