,Distance
31625,8.596306647
31626,8.596306647
31627,10.69431568
31628,8.596306647
31629,8.596306647
31630,8.596306647
31631,8.596306647
31632,10.69431568
31633,8.596306647
31634,7.890988976
31635,8.596306647
31636,8.596306647
31637,5.743328782
31638,8.596306647
31639,7.890988976
31640,8.596306647
31641,7.459796542
31642,7.536004222
31643,7.459796542
31644,8.596306647
31645,7.986888296
31646,5.857078108
31647,7.536004222
31648,10.69431568
31649,7.890988976
31650,7.890988976
31651,7.536004222
31652,10.69431568
31653,5.857078108
31654,8.596306647
31655,7.890988976
31656,5.743328782
31657,5.743328782
31658,7.890988976
31659,7.890988976
31660,7.890988976
31661,7.890988976
31662,7.536004222
31663,8.596306647
31664,7.890988976
31665,7.890988976
31666,8.596306647
31667,8.596306647
31668,7.890988976
31669,8.596306647
31670,7.890988976
31671,5.743328782
31672,5.743328782
31673,5.743328782
31674,7.890988976
31675,7.536004222
31676,6.53260804
31677,8.596306647
31678,8.596306647
31679,8.596306647
31680,8.596306647
31681,8.596306647
31682,7.536004222
31683,8.596306647
31684,7.890988976
31685,5.743328782
31686,5.743328782
31687,7.890988976
31688,7.536004222
31689,7.459796542
31690,5.743328782
31691,8.596306647
31692,8.596306647
31693,5.857078108
31694,5.857078108
31695,7.890988976
31696,5.743328782
31697,5.743328782
31698,7.890988976
31699,8.596306647
31700,7.986888296
31701,5.743328782
31702,8.596306647
31703,5.743328782
31704,7.890988976
31705,7.890988976
31706,7.890988976
31707,7.890988976
31708,7.890988976
31709,5.743328782
31710,8.596306647
31711,7.459796542
31712,6.53260804
31713,7.890988976
31714,8.596306647
31715,8.596306647
31716,7.536004222
31717,8.596306647
31718,8.596306647
31719,8.596306647
31720,8.596306647
31721,8.596306647
31722,8.596306647
31723,6.53260804
31724,8.596306647
31725,7.890988976
31726,8.596306647
31727,7.890988976
31728,8.596306647
31729,7.890988976
31730,7.890988976
31731,5.743328782
31732,6.53260804
31733,7.890988976
31734,7.890988976
31735,5.743328782
31736,5.743328782
31737,7.536004222
31738,7.536004222
31739,5.857078108
31740,8.596306647
31741,5.743328782
31742,7.890988976
31743,8.596306647
31744,8.596306647
31745,7.459796542
31746,7.890988976
31747,7.459796542
31748,8.596306647
31749,8.596306647
31750,8.596306647
31751,7.536004222
31752,8.596306647
31753,5.743328782
31754,5.743328782
31755,7.890988976
31756,5.743328782
31757,5.743328782
31758,6.146221174
31759,8.596306647
31760,8.596306647
31761,8.596306647
31762,7.890988976
31763,5.743328782
31764,7.890988976
31765,8.596306647
31766,7.890988976
31767,8.596306647
31768,8.596306647
31769,5.857078108
31770,7.890988976
31771,8.596306647
31772,5.743328782
31773,7.536004222
31774,8.596306647
31775,7.890988976
31776,7.890988976
31777,8.596306647
31778,7.536004222
31779,7.890988976
31780,8.596306647
31781,8.596306647
31782,8.596306647
31783,5.743328782
31784,5.743328782
31785,7.890988976
31786,5.743328782
31787,8.596306647
31788,7.890988976
31789,6.53260804
31790,7.536004222
31791,7.459796542
31792,7.890988976
31793,5.743328782
31794,7.536004222
31795,7.890988976
31796,5.743328782
31797,5.857078108
31798,7.890988976
31799,7.536004222
31800,6.146221174
31801,8.596306647
31802,7.536004222
31803,7.890988976
31804,7.459796542
31805,8.596306647
31806,8.596306647
31807,8.596306647
31808,8.596306647
31809,7.890988976
31810,8.596306647
31811,8.596306647
31812,8.596306647
31813,8.596306647
31814,8.596306647
31815,5.743328782
31816,8.596306647
31817,6.53260804
31818,6.53260804
31819,7.986888296
31820,8.596306647
31821,8.596306647
31822,8.596306647
31823,8.596306647
31824,8.596306647
31825,7.890988976
31826,7.890988976
31827,7.890988976
31828,7.890988976
31829,7.890988976
31830,7.890988976
31831,7.890988976
31832,5.743328782
31833,7.890988976
31834,7.890988976
31835,7.890988976
31836,7.890988976
31837,5.743328782
31838,7.890988976
31839,8.596306647
31840,7.890988976
31841,7.890988976
31842,8.596306647
31843,5.743328782
31844,8.596306647
31845,7.890988976
31846,5.743328782
31847,7.890988976
31848,6.53260804
31849,7.890988976
31850,7.536004222
31851,7.890988976
31852,6.53260804
31853,8.596306647
31854,5.743328782
31855,7.890988976
31856,6.53260804
31857,7.890988976
31858,7.890988976
31859,5.743328782
31860,7.890988976
31861,7.890988976
31862,7.890988976
31863,7.890988976
31864,7.890988976
31865,7.890988976
31866,7.890988976
31867,5.743328782
31868,8.596306647
31869,7.890988976
31870,8.596306647
31871,8.596306647
31872,8.596306647
31873,8.596306647
31874,8.596306647
31875,8.596306647
31876,8.596306647
31877,8.596306647
31878,7.890988976
31879,8.596306647
31880,5.743328782
31881,7.890988976
31882,7.890988976
31883,6.53260804
31884,7.890988976
31885,7.890988976
31886,5.743328782
31887,7.890988976
31888,7.890988976
31889,7.890988976
31890,7.536004222
31891,8.596306647
31892,8.596306647
31893,8.596306647
31894,5.743328782
31895,8.596306647
31896,5.857078108
31897,5.743328782
31898,5.743328782
31899,5.743328782
31900,5.743328782
31901,7.890988976
31902,7.890988976
31903,6.146221174
31904,5.857078108
31905,7.890988976
31906,7.890988976
31907,5.743328782
31908,7.890988976
31909,7.890988976
31910,7.890988976
31911,7.890988976
31912,8.596306647
31913,8.596306647
31914,7.890988976
31915,7.890988976
31916,7.890988976
31917,7.536004222
31918,5.743328782
31919,7.536004222
31920,7.459796542
31921,5.743328782
31922,5.743328782
31923,7.890988976
31924,7.536004222
31925,6.53260804
31926,7.890988976
31927,5.743328782
31928,7.890988976
31929,5.743328782
31930,8.596306647
31931,8.596306647
31932,8.596306647
31933,8.596306647
31934,5.743328782
31935,8.596306647
31936,7.459796542
31937,7.459796542
31938,8.596306647
31939,8.596306647
31940,8.596306647
31941,8.596306647
31942,8.596306647
31943,8.596306647
31944,7.890988976
31945,7.890988976
31946,8.596306647
31947,5.743328782
31948,7.890988976
31949,7.890988976
31950,5.743328782
31951,5.743328782
31952,5.743328782
31953,6.53260804
31954,5.743328782
31955,8.596306647
31956,5.743328782
31957,8.596306647
31958,8.596306647
31959,8.596306647
31960,7.536004222
31961,7.536004222
31962,7.459796542
31963,7.536004222
31964,8.596306647
31965,7.459796542
31966,6.66733758
31967,8.596306647
31968,8.596306647
31969,8.596306647
31970,8.596306647
31971,7.890988976
31972,6.241859819
31973,3.055916915
31974,3.529025793
31975,5.895474045
31976,3.055916915
31977,6.241859819
31978,3.055916915
31979,6.241859819
31980,3.055916915
31981,4.737118435
31982,5.895474045
31983,5.895474045
31984,3.529025793
31985,6.241859819
31986,3.055916915
31987,3.055916915
31988,6.241859819
31989,6.241859819
31990,6.241859819
31991,6.241859819
31992,5.895474045
31993,3.055916915
31994,3.055916915
31995,6.241859819
31996,3.055916915
31997,3.055916915
31998,5.895474045
31999,3.055916915
32000,3.529025793
32001,5.895474045
32002,4.737118435
32003,4.737118435
32004,3.055916915
32005,6.241859819
32006,5.895474045
32007,5.895474045
32008,5.895474045
32009,4.737118435
32010,4.737118435
32011,6.241859819
32012,5.895474045
32013,5.895474045
32014,5.895474045
32015,4.737118435
32016,4.737118435
32017,5.895474045
32018,3.055916915
32019,4.737118435
32020,5.895474045
32021,5.895474045
32022,5.895474045
32023,3.529025793
32024,5.895474045
32025,3.529025793
32026,3.055916915
32027,6.241859819
32028,3.529025793
32029,3.529025793
32030,6.241859819
32031,5.895474045
32032,5.895474045
32033,6.241859819
32034,5.895474045
32035,5.895474045
32036,5.895474045
32037,4.737118435
32038,6.241859819
32039,10.69431568
32040,5.895474045
32041,5.895474045
32042,4.737118435
32043,4.276678253
32044,5.895474045
32045,5.895474045
32046,4.737118435
32047,5.895474045
32048,4.737118435
32049,3.055916915
32050,8.536096783
32051,8.536096783
32052,3.055916915
32053,6.241859819
32054,6.241859819
32055,6.241859819
32056,5.895474045
32057,6.241859819
32058,8.536096783
32059,5.895474045
32060,5.895474045
32061,4.737118435
32062,6.241859819
32063,5.895474045
32064,4.737118435
32065,8.536096783
32066,4.737118435
32067,8.536096783
32068,3.529025793
32069,15.56706785
32070,3.529025793
32071,8.536096783
32072,4.737118435
32073,5.895474045
32074,3.055916915
32075,5.895474045
32076,5.895474045
32077,5.895474045
32078,5.895474045
32079,5.895474045
32080,5.895474045
32081,3.055916915
32082,5.895474045
32083,3.055916915
32084,5.895474045
32085,5.895474045
32086,5.895474045
32087,4.737118435
32088,6.241859819
32089,6.241859819
32090,3.055916915
32091,3.055916915
32092,5.895474045
32093,3.529025793
32094,5.895474045
32095,5.895474045
32096,5.895474045
32097,5.895474045
32098,4.737118435
32099,4.737118435
32100,5.895474045
32101,2.924492518
32102,5.895474045
32103,5.895474045
32104,5.895474045
32105,4.737118435
32106,5.895474045
32107,5.895474045
32108,4.737118435
32109,5.895474045
32110,5.895474045
32111,4.737118435
32112,5.895474045
32113,3.055916915
32114,3.055916915
32115,3.055916915
32116,5.895474045
32117,4.737118435
32118,6.241859819
32119,5.895474045
32120,6.241859819
32121,6.241859819
32122,4.766199963
32123,5.895474045
32124,8.536096783
32125,6.241859819
32126,6.241859819
32127,5.895474045
32128,4.737118435
32129,5.895474045
32130,4.737118435
32131,4.737118435
32132,6.241859819
32133,5.895474045
32134,5.895474045
32135,5.895474045
32136,2.924492518
32137,5.895474045
32138,6.241859819
32139,6.241859819
32140,6.241859819
32141,3.055916915
32142,2.924492518
32143,5.895474045
32144,3.529025793
32145,5.895474045
32146,4.766199963
32147,2.924492518
32148,8.536096783
32149,8.536096783
32150,5.895474045
32151,5.895474045
32152,8.536096783
32153,5.895474045
32154,3.055916915
32155,4.737118435
32156,5.895474045
32157,6.241859819
32158,3.055916915
32159,8.536096783
32160,8.536096783
32161,8.536096783
32162,8.536096783
32163,3.055916915
32164,4.737118435
32165,6.241859819
32166,8.536096783
32167,8.536096783
32168,5.895474045
32169,4.737118435
32170,4.766199963
32171,4.737118435
32172,5.895474045
32173,5.895474045
32174,5.895474045
32175,4.276678253
32176,3.055916915
32177,5.895474045
32178,4.737118435
32179,5.895474045
32180,5.895474045
32181,5.895474045
32182,4.737118435
32183,5.895474045
32184,8.536096783
32185,5.895474045
32186,5.895474045
32187,3.055916915
32188,5.895474045
32189,4.737118435
32190,4.766199963
32191,4.766199963
32192,6.241859819
32193,6.241859819
32194,6.241859819
32195,3.055916915
32196,3.055916915
32197,3.055916915
32198,3.055916915
32199,3.055916915
32200,6.241859819
32201,5.895474045
32202,6.241859819
32203,8.536096783
32204,6.241859819
32205,4.737118435
32206,6.241859819
32207,5.895474045
32208,4.737118435
32209,6.241859819
32210,5.895474045
32211,6.241859819
32212,6.241859819
32213,4.276678253
32214,3.055916915
32215,8.536096783
32216,8.536096783
32217,4.737118435
32218,8.536096783
32219,3.055916915
32220,3.055916915
32221,5.895474045
32222,5.895474045
32223,5.895474045
32224,5.895474045
32225,5.895474045
32226,5.895474045
32227,5.895474045
32228,5.895474045
32229,5.895474045
32230,4.737118435
32231,4.737118435
32232,5.895474045
32233,6.241859819
32234,5.895474045
32235,4.276678253
32236,4.276678253
32237,4.737118435
32238,4.766199963
32239,3.055916915
32240,3.055916915
32241,5.895474045
32242,3.055916915
32243,3.055916915
32244,3.055916915
32245,3.055916915
32246,3.055916915
32247,4.276678253
32248,6.241859819
32249,4.737118435
32250,5.895474045
32251,4.276678253
32252,4.766199963
32253,5.895474045
32254,4.276678253
32255,4.737118435
32256,5.895474045
32257,4.737118435
32258,4.276678253
32259,5.895474045
32260,4.737118435
32261,4.737118435
32262,4.737118435
32263,4.737118435
32264,5.895474045
32265,4.737118435
32266,8.536096783
32267,3.055916915
32268,4.737118435
32269,6.241859819
32270,8.536096783
32271,5.895474045
32272,5.895474045
32273,3.055916915
32274,5.895474045
32275,6.241859819
32276,5.895474045
32277,3.055916915
32278,3.055916915
32279,5.895474045
32280,4.737118435
32281,5.895474045
32282,5.895474045
32283,5.895474045
32284,5.895474045
32285,5.895474045
32286,5.895474045
32287,5.895474045
32288,5.895474045
32289,5.895474045
32290,5.895474045
32291,5.895474045
32292,6.241859819
32293,4.766199963
32294,2.924492518
32295,2.924492518
32296,2.924492518
32297,2.924492518
32298,2.924492518
32299,2.924492518
32300,5.895474045
32301,5.895474045
32302,5.895474045
32303,3.529025793
32304,5.895474045
32305,3.055916915
32306,3.055916915
32307,3.055916915
32308,3.055916915
32309,3.055916915
32310,5.895474045
32311,6.241859819
32312,5.895474045
32313,5.895474045
32314,6.241859819
32315,5.895474045
32316,3.055916915
32317,3.529025793
32318,5.895474045
32319,4.737118435
32320,3.055916915
32321,3.055916915
32322,3.055916915
32323,3.055916915
32324,3.055916915
32325,4.737118435
32326,4.737118435
32327,3.055916915
32328,3.055916915
32329,3.055916915
32330,5.895474045
32331,4.737118435
32332,3.055916915
32333,3.529025793
32334,3.055916915
32335,3.055916915
32336,3.055916915
32337,3.055916915
32338,3.055916915
32339,3.055916915
32340,4.766199963
32341,3.055916915
32342,3.055916915
32343,3.055916915
32344,3.055916915
32345,4.737118435
32346,3.055916915
32347,3.055916915
32348,3.055916915
32349,4.737118435
32350,4.766199963
32351,4.766199963
32352,4.766199963
32353,3.529025793
32354,3.055916915
32355,5.895474045
32356,5.895474045
32357,5.895474045
32358,5.895474045
32359,5.645132615
32360,5.895474045
32361,6.241859819
32362,6.241859819
32363,5.895474045
32364,5.895474045
32365,6.241859819
32366,5.895474045
32367,6.241859819
32368,5.895474045
32369,4.276678253
32370,3.055916915
32371,5.895474045
32372,6.241859819
32373,5.895474045
32374,6.241859819
32375,6.241859819
32376,6.241859819
32377,4.766199963
32378,4.766199963
32379,5.895474045
32380,4.276678253
32381,3.055916915
32382,3.529025793
32383,3.055916915
32384,6.241859819
32385,8.536096783
32386,5.895474045
32387,5.895474045
32388,6.241859819
32389,6.241859819
32390,6.241859819
32391,6.241859819
32392,6.241859819
32393,3.529025793
32394,3.529025793
32395,3.055916915
32396,5.895474045
32397,3.055916915
32398,6.241859819
32399,3.055916915
32400,5.895474045
32401,5.895474045
32402,5.895474045
32403,4.276678253
32404,6.241859819
32405,5.895474045
32406,4.737118435
32407,3.055916915
32408,6.241859819
32409,4.766199963
32410,3.055916915
32411,5.895474045
32412,6.241859819
32413,6.241859819
32414,6.241859819
32415,6.241859819
32416,6.241859819
32417,6.241859819
32418,5.895474045
32419,5.895474045
32420,4.737118435
32421,4.737118435
32422,4.737118435
32423,4.737118435
32424,4.737118435
32425,3.055916915
32426,6.241859819
32427,4.737118435
32428,6.241859819
32429,4.737118435
32430,5.895474045
32431,3.055916915
32432,3.529025793
32433,5.895474045
32434,4.737118435
32435,4.276678253
32436,4.276678253
32437,4.276678253
32438,4.737118435
32439,5.895474045
32440,6.241859819
32441,6.241859819
32442,6.241859819
32443,5.895474045
32444,5.895474045
32445,6.241859819
32446,6.241859819
32447,6.241859819
32448,4.276678253
32449,5.895474045
32450,5.895474045
32451,4.737118435
32452,5.895474045
32453,3.055916915
32454,5.895474045
32455,4.737118435
32456,5.895474045
32457,5.895474045
32458,5.895474045
32459,4.737118435
32460,5.895474045
32461,5.895474045
32462,8.536096783
32463,6.241859819
32464,6.241859819
32465,4.737118435
32466,3.529025793
32467,4.737118435
32468,4.737118435
32469,5.895474045
32470,10.69431568
32471,10.69431568
32472,5.895474045
32473,3.529025793
32474,4.737118435
32475,4.737118435
32476,4.737118435
32477,6.241859819
32478,6.241859819
32479,6.241859819
32480,5.895474045
32481,3.055916915
32482,5.895474045
32483,5.895474045
32484,6.241859819
32485,3.529025793
32486,3.055916915
32487,3.055916915
32488,6.241859819
32489,5.895474045
32490,6.241859819
32491,4.737118435
32492,6.241859819
32493,3.529025793
32494,3.055916915
32495,6.241859819
32496,3.055916915
32497,6.241859819
32498,8.536096783
32499,4.737118435
32500,4.030454589
32501,5.895474045
32502,6.241859819
32503,6.241859819
32504,8.536096783
32505,8.536096783
32506,8.536096783
32507,3.055916915
32508,5.895474045
32509,5.895474045
32510,6.241859819
32511,6.241859819
32512,8.536096783
32513,3.529025793
32514,5.895474045
32515,6.241859819
32516,5.895474045
32517,5.895474045
32518,8.536096783
32519,5.895474045
32520,4.737118435
32521,5.895474045
32522,4.737118435
32523,4.737118435
32524,5.895474045
32525,8.536096783
32526,5.895474045
32527,4.737118435
32528,5.895474045
32529,3.055916915
32530,5.895474045
32531,5.895474045
32532,3.529025793
32533,3.529025793
32534,3.529025793
32535,3.055916915
32536,5.895474045
32537,5.895474045
32538,5.895474045
32539,8.536096783
32540,5.895474045
32541,4.737118435
32542,8.536096783
32543,5.895474045
32544,5.895474045
32545,4.737118435
32546,3.529025793
32547,4.737118435
32548,4.737118435
32549,5.895474045
32550,5.895474045
32551,6.241859819
32552,6.241859819
32553,5.895474045
32554,4.737118435
32555,3.529025793
32556,5.895474045
32557,5.895474045
32558,3.055916915
32559,3.055916915
32560,3.055916915
32561,4.737118435
32562,5.895474045
32563,5.895474045
32564,5.895474045
32565,4.737118435
32566,4.737118435
32567,4.737118435
32568,6.241859819
32569,5.895474045
32570,4.276678253
32571,6.241859819
32572,3.055916915
32573,6.241859819
32574,5.895474045
32575,5.895474045
32576,5.895474045
32577,4.737118435
32578,5.895474045
32579,4.737118435
32580,4.737118435
32581,5.895474045
32582,5.895474045
32583,5.895474045
32584,4.737118435
32585,4.737118435
32586,4.737118435
32587,3.055916915
32588,6.241859819
32589,6.241859819
32590,6.241859819
32591,6.241859819
32592,5.895474045
32593,8.536096783
32594,5.895474045
32595,4.737118435
32596,5.895474045
32597,4.737118435
32598,3.055916915
32599,3.055916915
32600,3.055916915
32601,4.766199963
32602,4.737118435
32603,3.055916915
32604,4.766199963
32605,5.895474045
32606,4.276678253
32607,4.276678253
32608,6.241859819
32609,3.055916915
32610,8.536096783
32611,5.895474045
32612,8.536096783
32613,5.895474045
32614,6.241859819
32615,6.241859819
32616,6.241859819
32617,5.895474045
32618,3.055916915
32619,3.055916915
32620,4.737118435
32621,5.895474045
32622,6.241859819
32623,4.737118435
32624,6.241859819
32625,8.536096783
32626,6.241859819
32627,3.055916915
32628,4.276678253
32629,3.055916915
32630,6.241859819
32631,3.529025793
32632,4.737118435
32633,5.895474045
32634,3.055916915
32635,3.055916915
32636,8.536096783
32637,4.737118435
32638,6.241859819
32639,4.737118435
32640,5.895474045
32641,4.766199963
32642,5.895474045
32643,3.529025793
32644,5.895474045
32645,5.895474045
32646,3.529025793
32647,4.737118435
32648,3.529025793
32649,4.766199963
32650,6.241859819
32651,4.766199963
32652,3.055916915
32653,3.055916915
32654,3.055916915
32655,8.536096783
32656,3.055916915
32657,4.276678253
32658,6.241859819
32659,5.895474045
32660,5.895474045
32661,3.055916915
32662,8.536096783
32663,6.241859819
32664,8.536096783
32665,6.241859819
32666,8.536096783
32667,6.241859819
32668,2.924492518
32669,5.895474045
32670,5.895474045
32671,3.529025793
32672,5.895474045
32673,3.529025793
32674,3.529025793
32675,5.895474045
32676,4.737118435
32677,4.737118435
32678,4.737118435
32679,8.536096783
32680,5.895474045
32681,5.895474045
32682,5.895474045
32683,5.895474045
32684,4.737118435
32685,4.737118435
32686,4.737118435
32687,5.895474045
32688,4.737118435
32689,4.276678253
32690,4.737118435
32691,4.737118435
32692,5.895474045
32693,3.529025793
32694,4.737118435
32695,3.529025793
32696,5.895474045
32697,6.241859819
32698,3.529025793
32699,5.895474045
32700,4.737118435
32701,8.536096783
32702,4.737118435
32703,8.536096783
32704,4.276678253
32705,5.895474045
32706,5.895474045
32707,3.055916915
32708,4.737118435
32709,3.529025793
32710,4.737118435
32711,5.895474045
32712,4.766199963
32713,8.536096783
32714,8.536096783
32715,5.895474045
32716,5.895474045
32717,5.895474045
32718,5.895474045
32719,5.895474045
32720,8.536096783
32721,6.241859819
32722,8.536096783
32723,5.895474045
32724,3.055916915
32725,3.055916915
32726,3.055916915
32727,3.055916915
32728,4.766199963
32729,4.737118435
32730,6.241859819
32731,4.737118435
32732,6.241859819
32733,5.895474045
32734,3.055916915
32735,4.737118435
32736,3.055916915
32737,4.737118435
32738,4.276678253
32739,5.895474045
32740,3.055916915
32741,4.737118435
32742,4.737118435
32743,4.737118435
32744,4.737118435
32745,5.895474045
32746,4.737118435
32747,4.737118435
32748,8.536096783
32749,8.536096783
32750,8.536096783
32751,4.737118435
32752,3.055916915
32753,3.055916915
32754,3.055916915
32755,4.737118435
32756,3.055916915
32757,4.737118435
32758,8.536096783
32759,6.241859819
32760,8.536096783
32761,6.241859819
32762,3.055916915
32763,4.737118435
32764,4.737118435
32765,4.737118435
32766,4.737118435
32767,4.737118435
32768,6.241859819
32769,3.529025793
32770,6.241859819
32771,5.895474045
32772,6.241859819
32773,4.737118435
32774,5.895474045
32775,4.737118435
32776,4.737118435
32777,4.737118435
32778,4.737118435
32779,4.766199963
32780,4.737118435
32781,5.895474045
32782,4.737118435
32783,3.055916915
32784,5.895474045
32785,4.737118435
32786,4.737118435
32787,3.055916915
32788,3.055916915
32789,3.055916915
32790,3.055916915
32791,5.895474045
32792,8.536096783
32793,3.055916915
32794,5.895474045
32795,5.895474045
32796,3.055916915
32797,3.055916915
32798,3.055916915
32799,6.241859819
32800,3.055916915
32801,5.895474045
32802,6.241859819
32803,5.895474045
32804,6.241859819
32805,3.055916915
32806,5.895474045
32807,5.895474045
32808,5.895474045
32809,5.895474045
32810,5.895474045
32811,5.895474045
32812,6.241859819
32813,4.737118435
32814,5.895474045
32815,4.737118435
32816,6.241859819
32817,5.895474045
32818,5.895474045
32819,6.241859819
32820,6.241859819
32821,3.055916915
32822,8.536096783
32823,6.241859819
32824,6.241859819
32825,6.241859819
32826,5.895474045
32827,6.241859819
32828,8.536096783
32829,6.241859819
32830,3.529025793
32831,6.241859819
32832,4.737118435
32833,4.737118435
32834,5.895474045
32835,4.737118435
32836,4.737118435
32837,5.895474045
32838,4.737118435
32839,4.737118435
32840,4.737118435
32841,4.737118435
32842,4.737118435
32843,5.895474045
32844,5.895474045
32845,4.737118435
32846,4.737118435
32847,4.737118435
32848,4.737118435
32849,4.737118435
32850,4.737118435
32851,5.895474045
32852,4.737118435
32853,5.895474045
32854,8.536096783
32855,8.536096783
32856,5.895474045
32857,8.536096783
32858,5.895474045
32859,5.895474045
32860,3.055916915
32861,3.055916915
32862,5.895474045
32863,5.895474045
32864,8.536096783
32865,3.055916915
32866,5.895474045
32867,5.895474045
32868,6.241859819
32869,5.895474045
32870,4.737118435
32871,6.241859819
32872,6.241859819
32873,6.241859819
32874,4.737118435
32875,6.241859819
32876,5.895474045
32877,6.241859819
32878,4.766199963
32879,4.737118435
32880,4.737118435
32881,4.737118435
32882,6.241859819
32883,3.529025793
32884,4.737118435
32885,3.529025793
32886,3.529025793
32887,5.895474045
32888,5.895474045
32889,6.241859819
32890,6.241859819
32891,5.895474045
32892,5.895474045
32893,4.737118435
32894,6.241859819
32895,5.895474045
32896,5.895474045
32897,5.895474045
32898,4.737118435
32899,5.895474045
32900,4.737118435
32901,5.895474045
32902,4.737118435
32903,4.737118435
32904,4.737118435
32905,5.895474045
32906,4.737118435
32907,4.737118435
32908,3.055916915
32909,4.737118435
32910,5.895474045
32911,6.241859819
32912,4.737118435
32913,4.737118435
32914,5.895474045
32915,4.737118435
32916,5.895474045
32917,4.737118435
32918,8.536096783
32919,4.737118435
32920,6.241859819
32921,4.737118435
32922,5.895474045
32923,3.529025793
32924,4.737118435
32925,6.241859819
32926,5.895474045
32927,3.055916915
32928,4.737118435
32929,3.055916915
32930,3.055916915
32931,3.055916915
32932,3.055916915
32933,4.737118435
32934,4.737118435
32935,3.055916915
32936,5.895474045
32937,3.055916915
32938,3.055916915
32939,4.737118435
32940,8.536096783
32941,4.737118435
32942,3.529025793
32943,6.241859819
32944,3.055916915
32945,8.536096783
32946,5.895474045
32947,6.241859819
32948,4.737118435
32949,4.737118435
32950,6.241859819
32951,5.895474045
32952,3.055916915
32953,4.737118435
32954,5.895474045
32955,4.766199963
32956,5.895474045
32957,3.055916915
32958,5.895474045
32959,6.241859819
32960,4.737118435
32961,5.895474045
32962,4.737118435
32963,3.055916915
32964,3.055916915
32965,5.895474045
32966,5.895474045
32967,6.241859819
32968,3.055916915
32969,3.055916915
32970,4.276678253
32971,3.055916915
32972,3.055916915
32973,3.055916915
32974,3.055916915
32975,3.055916915
32976,3.055916915
32977,4.737118435
32978,4.737118435
32979,4.737118435
32980,3.529025793
32981,6.241859819
32982,4.737118435
32983,5.895474045
32984,5.895474045
32985,4.737118435
32986,4.737118435
32987,5.895474045
32988,4.737118435
32989,6.241859819
32990,3.055916915
32991,3.055916915
32992,3.055916915
32993,3.055916915
32994,4.737118435
32995,8.536096783
32996,8.536096783
32997,5.895474045
32998,5.895474045
32999,3.529025793
33000,4.737118435
33001,5.895474045
33002,4.737118435
33003,4.737118435
33004,4.737118435
33005,5.895474045
33006,5.895474045
33007,2.924492518
33008,5.895474045
33009,3.055916915
33010,5.895474045
33011,3.529025793
33012,6.241859819
33013,4.737118435
33014,5.895474045
33015,4.737118435
33016,5.895474045
33017,4.737118435
33018,3.529025793
33019,4.737118435
33020,4.737118435
33021,3.055916915
33022,4.737118435
33023,4.737118435
33024,5.895474045
33025,4.737118435
33026,6.241859819
33027,5.895474045
33028,5.895474045
33029,5.895474045
33030,5.895474045
33031,5.895474045
33032,4.276678253
33033,6.241859819
33034,5.895474045
33035,5.895474045
33036,5.895474045
33037,5.895474045
33038,8.536096783
33039,4.737118435
33040,4.737118435
33041,4.737118435
33042,5.895474045
33043,5.895474045
33044,3.055916915
33045,4.737118435
33046,6.241859819
33047,6.241859819
33048,6.241859819
33049,6.241859819
33050,5.895474045
33051,4.737118435
33052,5.895474045
33053,5.895474045
33054,4.766199963
33055,5.895474045
33056,8.536096783
33057,8.536096783
33058,8.536096783
33059,8.536096783
33060,8.536096783
33061,3.055916915
33062,5.895474045
33063,4.737118435
33064,4.737118435
33065,4.737118435
33066,3.055916915
33067,3.055916915
33068,5.895474045
33069,6.241859819
33070,5.895474045
33071,6.241859819
33072,5.895474045
33073,5.895474045
33074,6.241859819
33075,4.737118435
33076,3.055916915
33077,5.895474045
33078,4.737118435
33079,5.895474045
33080,6.241859819
33081,4.276678253
33082,4.766199963
33083,6.241859819
33084,4.766199963
33085,4.766199963
33086,4.737118435
33087,3.055916915
33088,4.766199963
33089,4.766199963
33090,4.737118435
33091,5.895474045
33092,4.737118435
33093,5.895474045
33094,5.895474045
33095,4.737118435
33096,5.895474045
33097,5.895474045
33098,4.737118435
33099,4.737118435
33100,5.895474045
33101,4.737118435
33102,5.895474045
33103,5.895474045
33104,5.895474045
33105,5.895474045
33106,8.536096783
33107,4.737118435
33108,8.536096783
33109,8.536096783
33110,8.536096783
33111,8.536096783
33112,4.737118435
33113,5.895474045
33114,5.895474045
33115,4.737118435
33116,4.737118435
33117,6.241859819
33118,3.055916915
33119,4.737118435
33120,4.737118435
33121,4.276678253
33122,4.276678253
33123,4.276678253
33124,6.241859819
33125,8.536096783
33126,6.241859819
33127,6.241859819
33128,6.241859819
33129,3.055916915
33130,5.895474045
33131,5.895474045
33132,6.241859819
33133,4.737118435
33134,5.895474045
33135,5.895474045
33136,4.737118435
33137,3.055916915
33138,5.895474045
33139,6.241859819
33140,3.529025793
33141,8.536096783
33142,5.895474045
33143,5.895474045
33144,5.895474045
33145,5.895474045
33146,5.895474045
33147,3.055916915
33148,5.895474045
33149,5.895474045
33150,4.276678253
33151,4.276678253
33152,5.895474045
33153,3.529025793
33154,5.895474045
33155,5.895474045
33156,5.895474045
33157,4.737118435
33158,4.737118435
33159,5.895474045
33160,4.737118435
33161,5.895474045
33162,5.895474045
33163,3.055916915
33164,5.895474045
33165,5.895474045
33166,5.895474045
33167,5.895474045
33168,4.737118435
33169,3.055916915
33170,4.737118435
33171,5.895474045
33172,4.737118435
33173,6.241859819
33174,6.241859819
33175,4.737118435
33176,4.737118435
33177,6.241859819
33178,3.055916915
33179,8.536096783
